,,,,"Summed S/N, Column Normalized, Scaled to 100 per Protein",,,,,,,,,,,"Summed S/N, Column Normalized",,,,,,,,,,,
Q3KQV9,UAP1L1,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1,5,8.93299,6.12117,10.6188,7.51321,9.26947,7.97065,8.79743,7.94975,12.6269,8.28619,11.9135,880.783,603.541,1047,740.794,913.96,785.897,867.418,783.837,1245,817.01,1174.66,
Q00534,CDK6,Cyclin-dependent kinase 6,5,11.4256,5.17978,5.30989,10.0909,6.64156,9.29645,12.2951,9.88215,9.49862,9.94961,10.4304,658.614,298.582,306.082,581.675,382.845,535.882,708.735,569.644,547.536,573.533,601.247,
Q00537-2,CDK17,Isoform 2 of Cyclin-dependent kinase 17,5,7.55735,10.7321,6.46951,16.8063,12.0589,6.89238,8.54507,6.62273,7.89214,6.69457,9.72901,410.069,582.333,351.042,911.923,654.326,373.987,463.663,359.355,428.234,363.253,527.905,
P08631,HCK,Tyrosine-protein kinase HCK,5,7.77121,13.041,8.15042,13.819,13.228,6.70132,6.51853,4.18338,11.0081,7.12047,8.45861,314.767,528.215,330.127,559.727,535.791,271.432,264.029,169.445,445.876,288.41,342.61,
Q9UBP6,METTL1,tRNA (guanine-N(7)-)-methyltransferase,5,6.49496,13.4726,8.17545,8.88583,10.2205,15.5267,5.34518,7.60654,8.08804,8.37542,7.80871,602.523,1249.82,758.418,824.319,948.136,1440.38,495.86,705.642,750.31,776.969,724.397,
Q9UGJ0,PRKAG2,5'-AMP-activated protein kinase subunit gamma-2,5,10.1674,4.1107,12.846,7.92793,6.99427,3.58499,14.6557,9.21938,9.23811,9.94437,11.3113,460.947,186.362,582.384,359.42,317.092,162.529,664.428,417.969,418.818,450.837,512.807,
O60232,ZNRD2,Protein ZNRD2,5,9.30791,10.702,7.81092,7.56097,8.82715,10.8552,7.08373,7.90239,10.0461,9.2179,10.6856,327.697,376.78,274.994,266.194,310.771,382.173,249.392,278.214,353.687,324.528,376.201,
O94985,CLSTN1,Calsyntenin-1,5,8.51871,9.19381,8.39451,11.8665,8.34446,9.41063,7.789,12.9296,7.84793,8.03962,7.66526,698.587,753.95,688.402,973.127,684.297,771.73,638.747,1060.3,643.579,659.299,628.599,
O00192,ARVCF,Armadillo repeat protein deleted in velo-cardio-facial syndrome,5,11.8074,6.8841,4.1554,9.51364,7.0865,11.7676,14.2558,8.20337,7.09766,6.3046,12.9241,684.585,399.137,240.928,551.596,410.871,682.276,826.541,475.627,411.518,365.537,749.329,
O95071,UBR5,E3 ubiquitin-protein ligase UBR5,5,8.35193,9.2916,9.45179,7.20441,7.82265,9.24273,8.79387,10.7994,9.85526,9.96618,9.22016,546.141,607.587,618.062,471.103,511.531,604.391,575.039,706.184,644.445,651.698,602.915,
Q9HCC0,MCCC2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",5,8.465,10.9528,7.88959,8.84437,8.68288,8.84656,8.52366,10.3962,8.8914,9.26626,9.24121,863.99,1117.92,805.26,902.711,886.229,902.935,869.977,1061.1,907.511,945.772,943.216,
Q7L266,ASRGL1,Isoaspartyl peptidase/L-asparaginase,5,5.59903,16.1134,9.61065,10.0044,19.5706,4.06937,4.83058,2.92966,10.0127,3.23722,14.0224,287.636,827.782,493.722,513.948,1005.39,209.053,248.158,150.504,514.374,166.304,720.365,
O00461,GOLIM4,Golgi integral membrane protein 4,5,8.90297,12.0709,6.48018,8.92595,10.2552,11.4341,8.22816,5.94556,8.4149,7.34838,11.9937,332.441,450.733,241.973,333.299,382.934,426.956,307.244,222.01,314.217,274.392,447.85,
A1L0T0,ILVBL,2-hydroxyacyl-CoA lyase 2,5,10.5905,6.28094,7.3923,7.87766,7.5178,5.3112,14.1138,9.79216,9.49402,10.1498,11.4798,436.015,258.588,304.343,324.325,309.51,218.664,581.068,403.146,390.871,417.871,472.625,
Q9NNX6,CD209,CD209 antigen,5,7.54627,4.16398,7.56166,4.08105,11.1253,8.82505,4.97674,7.83447,22.3307,6.84593,14.7088,605.296,333.998,606.531,327.346,892.374,707.87,399.191,628.413,1791.18,549.121,1179.82,
Q9BQ39,DDX50,ATP-dependent RNA helicase DDX50,5,8.60791,10.5861,7.75761,7.94973,9.51682,10.3276,7.39283,7.92444,10.346,8.10014,11.4908,239.618,294.684,215.948,221.297,264.919,287.49,205.794,220.592,288.001,225.483,319.87,
O75882,ATRN,Attractin,5,9.29193,6.3754,15.7716,11.3707,4.87698,10.6756,4.76236,5.9934,13.766,11.6823,5.43383,425.326,291.825,721.922,520.477,223.237,488.659,217.991,274.34,630.119,534.742,248.726,
Q96GX9,APIP,Methylthioribulose-1-phosphate dehydratase,5,11.7635,10.7067,6.84352,4.52079,6.03915,4.70209,8.37021,10.5542,13.2571,16.9481,6.2947,1202.38,1094.36,699.499,462.085,617.281,480.616,855.547,1078.78,1355.05,1732.32,643.402,
P12235,SLC25A4,ADP/ATP translocase 1,5,9.78941,12.2762,9.10871,9.0625,10.0582,11.0028,8.50591,7.91333,7.28491,6.09633,8.90167,1425.22,1787.27,1326.12,1319.39,1464.36,1601.89,1238.36,1152.09,1060.6,887.555,1295.98,
P00742,F10,Coagulation factor X,5,9.45653,2.18834,15.3388,8.48157,2.6926,6.84287,6.16621,7.50338,17.104,18.9842,5.24154,663.892,153.632,1076.85,595.445,189.033,480.401,432.896,526.772,1200.78,1332.78,367.98,
Q53FZ2,ACSM3,"Acyl-coenzyme A synthetase ACSM3, mitochondrial",5,16.895,11.7571,6.5789,6.96754,10.5793,6.02869,7.70689,9.50951,9.86228,5.29077,8.824,825.749,574.633,321.546,340.541,517.068,294.654,376.677,464.781,482.023,258.588,431.276,
P61421,ATP6V0D1,V-type proton ATPase subunit d 1,5,9.36834,7.76554,7.48107,9.02482,7.57584,5.48469,13.8843,9.21388,8.52982,10.3723,11.2994,873.854,724.349,697.815,841.812,706.654,511.597,1295.09,859.446,795.639,967.497,1053.98,
Q9NZ09-4,UBAP1,Isoform 4 of Ubiquitin-associated protein 1,5,5.21733,6.77384,6.72954,7.45231,5.10996,27.9261,3.46329,9.11172,15.7123,7.29044,5.21317,354.219,459.895,456.887,505.958,346.929,1895.98,235.132,618.619,1066.75,494.968,353.936,
P0C0L5,C4B,Complement C4-B,5,7.38885,1.30318,10.25,7.30371,3.41647,6.48498,5.70551,9.85439,18.2849,19.6139,10.3941,606.765,107.016,841.724,599.774,280.558,532.541,468.532,809.234,1501.54,1610.68,853.551,
Q96NW4,ANKRD27,Ankyrin repeat domain-containing protein 27,5,9.81391,9.49472,6.77054,11.4319,9.43855,5.47081,9.99365,9.178,11.7094,4.47187,12.2266,845.177,817.688,583.081,984.522,812.851,471.147,860.656,790.412,1008.42,385.118,1052.96,
Q9C0E2,XPO4,Exportin-4,5,10.1484,14.0114,7.13182,8.18358,10.8153,9.17205,8.1584,7.49519,8.82924,7.7146,8.33994,645.156,890.731,453.383,520.246,687.551,583.085,518.645,476.483,561.291,490.431,530.185,
A2RTX5,TARS3,"Threonine--tRNA ligase 2, cytoplasmic",5,9.01101,12.1764,7.88914,9.18861,11.6994,7.20062,8.4402,7.4304,9.81413,7.10914,10.041,414.319,559.86,362.737,422.485,537.929,331.079,388.074,341.644,451.246,326.873,461.676,
Q9H1P3,OSBPL2,Oxysterol-binding protein-related protein 2,5,7.86538,12.2357,7.26056,10.0674,10.678,9.50331,9.16957,8.55162,8.0406,8.19767,8.43024,494.817,769.756,456.767,633.347,671.759,597.861,576.865,537.989,505.84,515.722,530.353,
Q13753,LAMC2,Laminin subunit gamma-2,5,9.12493,9.14068,5.492,16.0495,18.4172,6.15648,12.4833,5.05166,4.3319,5.97164,7.78076,388.39,389.06,233.759,683.125,783.901,262.042,531.333,215.017,184.381,254.174,331.177,
Q13107,USP4,Ubiquitin carboxyl-terminal hydrolase 4,5,9.6111,8.92684,7.36602,8.78336,8.60276,10.5429,7.84804,9.57874,9.60159,9.71634,9.42231,797.645,740.857,611.322,728.95,713.961,874.976,651.325,794.96,796.856,806.379,781.977,
Q92542,NCSTN,Nicastrin,5,8.88072,9.36043,8.52373,10.4851,9.97467,8.78958,9.42059,6.53997,8.97647,7.72853,11.3202,561.347,591.669,538.782,662.758,630.495,555.586,595.472,413.389,567.399,488.518,715.547,
Q969T9,WBP2,WW domain-binding protein 2,5,9.72677,11.9836,9.72257,9.31422,8.60585,10.4528,6.6981,7.55487,8.44509,10.1616,7.33452,690.879,851.181,690.58,661.576,611.261,742.445,475.757,536.612,599.843,721.765,520.961,
Q9BY89,KIAA1671,Uncharacterized protein KIAA1671,5,9.18926,10.6759,7.23517,9.52495,8.1654,13.02,8.62558,11.1708,7.63276,8.03178,6.72842,530.384,616.189,417.598,549.758,471.288,751.485,497.849,644.752,440.546,463.576,388.349,
Q9H5N1,RABEP2,Rab GTPase-binding effector protein 2,5,8.9662,8.25977,6.61154,8.49066,8.9077,8.16108,10.0845,9.77124,10.5185,9.37092,10.8578,357.828,329.635,263.857,338.85,355.493,325.697,402.459,389.956,419.778,373.98,433.321,
A0A2R8YFA9,MICAL2,F-actin monooxygenase,5,9.35078,11.1188,4.59299,8.89485,10.9442,8.54526,10.7165,8.66756,8.74586,6.36345,12.0597,381.115,453.175,187.199,362.532,446.06,348.284,436.78,353.268,356.46,259.359,491.522,
P49662,CASP4,Caspase-4,5,9.57619,8.81298,5.76803,8.39383,9.27792,12.997,8.93017,7.74726,13.753,7.9704,6.77327,833.144,766.744,501.828,730.277,807.194,1130.76,776.94,674.024,1196.53,693.438,589.286,
Q9BXD5,NPL,N-acetylneuraminate lyase,5,5.58425,1.89336,11.3897,3.51734,3.42978,4.33412,4.18743,9.2499,15.6035,12.8957,27.9149,474.439,160.86,967.67,298.833,291.395,368.227,355.765,785.873,1325.68,1095.62,2371.66,
Q9UHY7,ENOPH1,Enolase-phosphatase E1,5,8.37842,9.79599,13.064,9.64238,13.3154,3.12901,9.32708,7.64437,8.49967,7.88479,9.3189,331.592,387.696,517.033,381.616,526.984,123.837,369.137,302.541,336.391,312.056,368.814,
Q6KC79,NIPBL,Nipped-B-like protein,5,8.17746,13.6348,7.67521,10.0453,12.3559,9.81275,8.06647,7.35347,8.16071,6.75918,7.95869,394.632,657.996,370.394,484.773,596.279,473.549,389.276,354.867,393.824,326.188,384.075,
Q86T13,CLEC14A,C-type lectin domain family 14 member A,5,6.07914,14.356,5.65517,28.0254,22.781,2.4253,6.70722,2.80919,4.82458,3.20191,3.13507,521.572,1231.7,485.196,2404.49,1954.54,208.084,575.459,241.019,413.934,274.714,268.979,
O95428,PAPLN,Papilin,5,5.64306,7.34111,11.3223,6.34715,10.486,12.0348,4.36451,13.5728,8.98693,10.292,9.60933,386.576,502.899,775.628,434.809,718.337,824.439,298.989,929.8,615.646,705.052,658.283,
Q9Y6N7-2,ROBO1,Isoform 2 of Roundabout homolog 1,5,11.9988,4.50681,6.11922,6.8042,5.30403,11.7815,10.1834,10.0073,10.9323,10.5599,11.8025,574.205,215.674,292.836,325.615,253.825,563.805,487.329,478.901,523.167,505.344,564.808,
Q6UB35,MTHFD1L,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",5,9.58912,13.1979,4.68406,10.5635,8.96113,10.9401,8.86468,6.77754,7.60157,8.46641,10.3541,984.894,1355.55,481.098,1084.97,920.395,1123.66,910.488,696.118,780.754,869.581,1063.46,
Q13151,HNRNPA0,Heterogeneous nuclear ribonucleoprotein A0,5,7.64399,10.0193,10.1809,13.511,9.95347,8.32538,7.36249,7.74665,10.6979,6.56184,7.99706,1120.36,1468.51,1492.19,1980.27,1458.86,1220.23,1079.1,1135.41,1567.97,961.755,1172.11,
Q9NVR2,INTS10,Integrator complex subunit 10,5,9.13261,7.70908,8.45652,6.95547,7.62426,8.41519,9.8263,11.5583,9.46968,10.5475,10.3051,689.143,581.724,638.126,524.857,575.323,635.006,741.488,872.184,714.578,795.911,777.616,
Q9BVI4,NOC4L,Nucleolar complex protein 4 homolog,5,8.38868,9.00244,8.84472,8.64308,8.99021,9.98089,7.41847,10.2665,8.35529,10.1438,9.9659,1111.1,1192.39,1171.5,1144.8,1190.77,1321.99,982.593,1359.82,1106.68,1343.57,1320,
Q9UQV4,LAMP3,Lysosome-associated membrane glycoprotein 3,5,11.5742,24.7304,4.22601,7.74365,16.6292,4.06065,10.2576,5.21683,6.90677,2.80605,5.84868,569.598,1217.05,207.973,381.086,818.366,199.835,504.804,256.734,339.901,138.093,287.829,
Q9P0L2,MARK1,Serine/threonine-protein kinase MARK1,5,9.37186,10.4143,7.15254,10.0785,10.6735,9.76425,8.95804,8.78033,7.59494,6.90746,10.3042,549.342,610.446,419.254,590.762,625.64,572.342,525.085,514.668,445.186,404.888,603.995,
P49747,COMP,Cartilage oligomeric matrix protein,5,3.30179,1.85779,5.68241,2.29987,1.78312,52.9454,2.01297,3.01482,9.68419,11.5986,5.81898,266.183,149.771,458.104,185.41,143.752,4268.35,162.281,243.049,780.719,935.054,469.114,
O96000,NDUFB10,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,5,7.31994,11.2645,9.98404,11.7694,15.2768,6.94332,6.0523,6.36631,9.13577,8.06531,7.82227,544.008,837.163,742,874.689,1135.35,516.018,449.798,473.136,678.958,599.403,581.341,
O15091,PRORP,Mitochondrial ribonuclease P catalytic subunit,5,6.59647,11.9219,7.87396,6.87324,10.0843,13.3297,6.12404,9.91561,8.21089,7.9592,11.1108,852.758,1541.2,1017.9,888.536,1303.64,1723.19,791.684,1281.84,1061.46,1028.92,1436.35,
Q75T13,PGAP1,GPI inositol-deacylase,5,11.6636,5.58284,8.48656,7.84326,9.01694,6.20091,14.8423,10.3255,7.5774,8.89493,9.56577,536.466,256.782,390.338,360.75,414.733,285.21,682.67,474.919,348.521,409.121,439.976,
A5D8V7,ODAD3,Outer dynein arm-docking complex subunit 3,5,6.43251,1.79077,12.9398,4.40362,2.08579,7.88067,5.7501,32.2525,6.75357,15.237,4.47357,402.216,111.974,809.11,275.352,130.421,492.766,359.545,2016.7,422.291,952.749,279.726,
Q7Z2K6,ERMP1,Endoplasmic reticulum metallopeptidase 1,5,11.7235,9.55567,6.27608,8.73984,6.9639,10.383,11.5802,9.69631,7.47892,8.46093,9.14165,771.326,628.696,412.923,575.02,458.176,683.13,761.893,637.95,492.061,556.67,601.456,
Q9HB90,RRAGC,Ras-related GTP-binding protein C,5,11.4504,5.15809,9.15036,10.1373,8.08761,2.9141,11.174,8.14208,10.1225,9.67403,13.9894,1124.28,506.456,898.444,995.352,794.096,286.126,1097.14,799.444,993.897,949.862,1373.58,
O43813,LANCL1,Glutathione S-transferase LANCL1,5,10.1763,10.5316,8.04021,10.2245,11.1706,9.1747,9.63441,7.92508,7.59677,7.74635,7.77945,2270.34,2349.6,1793.77,2281.09,2492.15,2046.87,2149.44,1768.08,1694.84,1728.21,1735.59,
Q6ZNJ1,NBEAL2,Neurobeachin-like protein 2,5,8.04757,8.86293,8.45159,10.8351,9.6806,6.09163,8.16629,9.98368,9.82932,10.6402,9.41112,548.182,603.723,575.703,738.059,659.42,414.948,556.269,680.065,669.551,724.787,641.064,
O00115,DNASE2,Deoxyribonuclease-2-alpha,5,7.10151,11.4948,6.87611,11.167,8.96728,11.794,5.98455,8.0071,8.89458,8.87924,10.8338,572.937,927.38,554.752,900.937,723.464,951.515,482.822,645.998,717.599,716.361,874.051,
O75881,CYP7B1,Cytochrome P450 7B1,5,9.32682,8.55564,5.06036,4.20786,6.79704,12.7474,9.37637,5.94125,11.2483,7.9918,18.7472,711.787,652.934,386.188,321.128,518.725,972.831,715.569,453.414,858.428,609.904,1430.71,
Q14241,ELOA,Elongin-A,5,8.81799,11.6793,8.58412,10.7527,10.811,9.33269,7.35076,8.6132,9.77719,7.29524,6.98577,419.898,556.15,408.762,512.028,514.802,444.407,350.031,410.146,465.574,347.387,332.651,
Q86VM9,ZC3H18,Zinc finger CCCH domain-containing protein 18,5,8.26917,11.5786,6.22774,8.80834,8.89684,13.0787,7.48449,9.50667,9.40881,8.45337,8.28725,565.237,791.456,425.696,602.092,608.141,893.991,511.601,649.826,643.137,577.828,566.473,
P08183,ABCB1,ATP-dependent translocase ABCB1,5,8.10299,21.2668,6.73696,10.8325,20.6554,11.8263,6.51897,3.07815,3.47097,3.73729,3.77356,461.13,1210.27,383.391,616.463,1175.47,673.021,370.986,175.174,197.528,212.684,214.748,
Q9H3Q1,CDC42EP4,Cdc42 effector protein 4,5,6.55676,12.0605,8.29374,12.8946,12.5124,12.0554,7.16782,7.61525,9.97752,5.22264,5.64323,527.832,970.898,667.663,1038.04,1007.27,970.487,577.024,613.043,803.21,420.433,454.291,
Q86TV6-2,TTC7B,Isoform 2 of Tetratricopeptide repeat protein 7B,5,9.1561,11.5226,7.94785,12.0224,14.2125,6.88175,9.02536,4.14602,8.27848,5.81079,10.9961,504.002,634.268,437.493,661.78,782.335,378.809,496.805,228.219,455.693,319.858,605.286,
P21912,SDHB,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",5,4.00219,17.8602,10.2947,11.1334,12.0161,10.0744,5.13159,6.48647,8.19577,7.74624,7.05889,549.312,2451.37,1412.98,1528.09,1649.24,1382.74,704.326,890.288,1124.89,1063.19,968.854,
Q9Y3E1,HDGFL3,Hepatoma-derived growth factor-related protein 3,5,10.5378,7.33162,10.3257,9.34802,9.87516,5.96045,13.3745,8.972,8.5471,7.24044,8.48723,859.035,597.668,841.739,762.043,805.015,485.891,1090.28,731.39,696.753,590.235,691.873,
Q9BYD2,MRPL9,"39S ribosomal protein L9, mitochondrial",5,8.38652,10.1723,8.06832,8.08481,11.2938,11.2038,8.17012,10.0079,8.57485,8.13187,7.90571,624.237,757.16,600.552,601.78,840.636,833.937,608.13,744.921,638.256,605.283,588.449,
Q6ZRP7,QSOX2,Sulfhydryl oxidase 2,5,6.38169,12.8375,8.42354,7.43975,8.98177,13.3246,5.86563,9.41822,8.62061,7.65797,11.0487,690.218,1388.45,911.056,804.654,971.432,1441.13,634.403,1018.64,932.37,828.255,1194.98,
A3KN83,SBNO1,Protein strawberry notch homolog 1,5,8.61573,6.19344,7.98037,7.71928,7.13369,8.42054,9.84738,12.6308,10.2543,10.3004,10.9041,372.48,267.758,345.012,333.724,308.408,364.042,425.727,546.062,443.32,445.31,471.411,
Q6DN90-3,IQSEC1,Isoform 3 of IQ motif and SEC7 domain-containing protein 1,5,9.76099,9.15373,7.22757,9.06563,7.61124,10.6618,10.4332,8.84002,9.04523,8.91729,9.28324,705.972,662.051,522.74,655.679,550.489,771.127,754.592,639.362,654.204,644.95,671.418,
P33316,DUT,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",5,8.88221,12.7621,9.6212,9.33475,11.8282,9.18662,7.25776,6.95611,9.79728,6.76728,7.6065,438.616,630.209,475.109,460.964,584.095,453.648,358.399,343.503,483.804,334.178,375.62,
Q8NBX0,SCCPDH,Saccharopine dehydrogenase-like oxidoreductase,5,9.70912,9.84859,9.86998,8.61215,7.73811,5.50872,10.9395,9.84526,8.66083,8.66712,10.6006,1256.14,1274.19,1276.95,1114.22,1001.14,712.705,1415.33,1273.75,1120.52,1121.33,1371.48,
O43865,AHCYL1,S-adenosylhomocysteine hydrolase-like protein 1,5,6.75192,13.6786,10.4823,9.77493,13.8068,9.25592,5.88535,7.39454,8.12014,6.91902,7.93043,496.518,1005.89,770.842,718.822,1015.31,680.655,432.793,543.774,597.134,508.806,583.183,
Q96IZ7,RSRC1,Serine/Arginine-related protein 53,5,7.93195,9.21701,7.36574,8.29626,7.72662,10.8252,8.7187,11.0988,9.45461,10.1795,9.18565,724.906,842.349,673.16,758.2,706.141,989.319,796.808,1014.33,864.063,930.309,839.482,
P35268,RPL22,60S ribosomal protein L22,5,8.10556,9.15296,8.49826,7.91545,10.1956,11.2635,7.47113,9.47986,9.76247,9.18351,8.97165,316.301,357.174,331.626,308.883,397.862,439.534,291.544,369.93,380.959,358.366,350.098,
Q8IXJ6,SIRT2,NAD-dependent protein deacetylase sirtuin-2,5,9.94709,7.95781,8.404,8.61103,8.04495,6.78839,10.6854,8.12825,10.6045,8.83399,11.9946,883.938,707.162,746.812,765.21,714.906,603.243,949.544,722.308,942.357,785.022,1065.89,
A0A096LP25,AAK1,AP2-associated protein kinase 1 (Fragment),5,8.32948,12.8727,6.9062,8.50516,10.3251,12.6821,8.28124,5.61535,9.38115,7.05036,10.0511,531.37,821.2,440.574,542.578,658.682,809.042,528.293,358.225,598.46,449.77,641.198,
Q05193,DNM1,Dynamin-1,5,10.0407,4.2847,13.0338,6.82661,5.66755,9.93085,8.23774,9.59325,11.401,10.4909,10.4929,452.451,193.075,587.322,307.618,255.389,447.5,371.206,432.287,513.749,472.737,472.825,
Q16585,SGCB,Beta-sarcoglycan,5,11.8824,8.62098,8.81718,9.33016,8.08384,11.4055,11.2003,7.9367,6.54907,7.33997,8.83394,747.82,542.562,554.91,587.195,508.757,717.805,704.89,499.497,412.167,461.942,555.965,
Q05048,CSTF1,Cleavage stimulation factor subunit 1,5,8.05855,10.219,6.91382,7.63196,8.79567,14.8576,7.28837,9.3581,9.19698,8.73372,8.94623,609.477,772.875,522.9,577.214,665.227,1123.7,551.228,707.765,695.579,660.542,676.614,
Q9Y6Q5-2,AP1M2,Isoform 2 of AP-1 complex subunit mu-2,5,8.80536,6.02557,7.35735,6.94056,7.44921,10.6085,8.71786,16.3306,8.76467,10.003,8.9973,992.027,678.851,828.892,781.935,839.241,1195.17,982.169,1839.83,987.442,1126.95,1013.65,
Q8WUA4,GTF3C2,General transcription factor 3C polypeptide 2,5,8.50409,8.00158,7.97056,8.18215,8.66776,9.55346,9.30694,12.3521,9.54655,9.75014,8.16465,186.116,175.118,174.44,179.07,189.698,209.082,203.687,270.332,208.931,213.387,178.687,
Q99848,EBNA1BP2,Probable rRNA-processing protein EBP2,5,6.69919,9.76349,8.49689,8.6993,8.90481,10.6894,8.74874,12.6003,8.69232,7.74116,8.96445,589.043,858.479,747.109,764.906,782.977,939.887,769.254,1107.91,764.294,680.66,788.221,
Q9Y3E7,CHMP3,Charged multivesicular body protein 3,5,7.06688,11.4433,9.06669,7.5787,10.9355,4.97082,11.8664,10.9808,8.7127,6.62466,10.7536,567.975,919.714,728.702,609.11,878.898,399.511,953.716,882.539,700.251,532.432,864.285,
Q8WUY1,THEM6,Protein THEM6,5,9.06421,11.7895,7.05012,12.1215,12.8593,8.28596,8.48309,7.21208,7.53343,6.30608,9.29478,317.851,413.417,247.224,425.06,450.931,290.561,297.473,252.903,264.172,221.133,325.936,
P0CAP1,MYZAP,Myocardial zonula adherens protein,5,6.59926,10.633,5.04626,22.1298,18.8455,3.73208,8.75999,4.89496,8.43505,3.04264,7.8815,275.704,444.224,210.823,924.539,787.328,155.919,365.975,204.502,352.399,127.115,329.273,
A0A0B4J203,A0A0B4J203,FIP1-like 1 protein,5,8.48723,11.0103,6.95185,8.3838,9.37563,12.3554,7.76285,10.1159,8.91754,8.81239,7.82721,526.974,683.63,431.642,520.552,582.135,767.148,481.997,628.096,553.692,547.163,485.993,
Q9Y2V7,COG6,Conserved oligomeric Golgi complex subunit 6,5,9.85518,6.64972,6.54367,6.76688,7.27893,7.48607,10.3418,11.7806,11.161,9.80146,12.3347,760.61,513.217,505.032,522.259,561.779,577.765,798.165,909.21,861.389,756.464,951.979,
O14910,LIN7A,Protein lin-7 homolog A,5,9.77084,6.5516,9.76577,9.27585,8.8557,6.4512,10.642,13.1624,7.49227,9.12652,8.90583,1389.04,931.386,1388.32,1318.67,1258.94,917.113,1512.89,1871.19,1065.11,1297.44,1266.07,
O60518,RANBP6,Ran-binding protein 6,5,9.79384,7.90458,6.99867,7.97894,8.79319,8.85708,11.1449,9.56714,8.34454,8.82289,11.7942,598.54,483.079,427.715,487.623,537.386,541.29,681.11,584.685,509.967,539.201,720.789,
P61923-4,COPZ1,Isoform 4 of Coatomer subunit zeta-1,5,9.24192,7.23131,6.97839,8.1469,8.38863,10.2745,8.55923,8.8743,10.7347,10.3455,11.2246,2413.16,1888.17,1822.13,2127.24,2190.36,2682.78,2234.9,2317.17,2802.95,2701.31,2930.86,
Q6DT37,CDC42BPG,Serine/threonine-protein kinase MRCK gamma,5,9.34205,13.9587,7.83897,10.3221,9.56065,10.3904,10.0103,8.00222,6.43788,5.79153,8.3452,474.213,708.557,397.915,523.963,485.309,527.429,508.135,406.202,326.794,293.985,423.612,
P40616,ARL1,ADP-ribosylation factor-like protein 1,5,7.89606,4.13794,10.9282,7.93746,7.98495,4.63574,11.0223,8.88669,13.4346,8.66096,14.4751,510.282,267.414,706.232,512.958,516.027,299.585,712.316,574.301,868.213,559.714,935.45,
Q8NFV4,ABHD11,Protein ABHD11,5,7.22241,4.98336,6.20113,4.72245,4.54391,6.28184,15.0796,17.8201,10.2363,10.874,12.0349,382.776,264.11,328.65,250.282,240.82,332.928,799.195,944.437,542.506,576.306,637.833,
Q6UWE0,LRSAM1,E3 ubiquitin-protein ligase LRSAM1,5,10.1848,4.83361,8.30839,8.56713,7.92944,4.80144,11.9747,11.5847,10.568,9.25953,11.9882,993.719,471.609,810.64,835.885,773.666,468.47,1168.35,1130.31,1031.11,903.441,1169.68,
Q5KU26,COLEC12,Collectin-12,5,9.05187,6.80403,6.8503,10.6109,7.19729,13.7219,7.05403,7.60964,9.90215,8.07175,13.1262,672.98,505.86,509.3,788.888,535.097,1020.19,524.446,565.755,736.196,600.111,975.892,
Q92947,GCDH,"Glutaryl-CoA dehydrogenase, mitochondrial",5,9.56358,11.3738,10.8199,9.41395,9.2561,8.09066,8.90197,7.31173,9.45774,6.93652,8.87405,735.508,874.726,832.127,724,711.86,622.229,684.624,562.324,727.367,533.468,682.478,
P16422,EPCAM,Epithelial cell adhesion molecule,5,4.95497,28.0607,5.86352,12.4998,19.07,7.53454,5.22212,5.59079,3.80473,3.48748,3.91143,458.069,2594.11,542.062,1155.56,1762.95,696.541,482.766,516.849,351.733,322.405,361.598,
Q9H299,SH3BGRL3,SH3 domain-binding glutamic acid-rich-like protein 3,5,8.67462,10.2855,6.86991,9.10247,9.24503,10.2069,7.0609,7.4082,11.3764,8.93938,10.8308,973.069,1153.76,770.627,1021.06,1037.05,1144.95,792.051,831.009,1276.14,1002.77,1214.93,
Q9BPX5,ARPC5L,Actin-related protein 2/3 complex subunit 5-like protein,5,6.39195,3.35393,7.84063,7.63534,7.41405,6.06212,11.1133,13.2593,12.7752,12.7881,11.366,419.166,219.941,514.167,500.704,486.193,397.537,728.782,869.511,837.76,838.608,745.352,
Q8IY18,SMC5,Structural maintenance of chromosomes protein 5,5,8.92534,9.82987,8.59749,9.90633,11.0377,10.2177,7.59392,7.59173,9.74637,7.85835,8.69522,500.452,551.17,482.07,555.457,618.894,572.915,425.799,425.676,546.488,440.625,487.549,
P09914,IFIT1,Interferon-induced protein with tetratricopeptide repeats 1,5,9.29252,6.88713,4.42267,11.0381,12.833,4.5245,10.725,13.4256,12.6672,4.31094,9.87346,434.744,322.209,206.911,516.408,600.384,211.676,501.76,628.106,592.624,201.684,461.922,
P22061-2,PCMT1,Isoform 2 of Protein-L-isoaspartate(D-aspartate) O-methyltransferase,5,12.7564,5.50732,14.0763,8.46163,8.02113,2.49787,10.6253,7.67841,10.0739,10.7268,9.57503,1085.73,468.742,1198.07,720.191,682.699,212.601,904.344,653.529,857.412,912.986,814.956,
Q99614,TTC1,Tetratricopeptide repeat protein 1,5,7.63308,12.4232,6.54952,9.35613,10.2249,12.2298,7.58426,7.21681,9.12924,7.29543,10.3576,738.849,1202.52,633.966,905.633,989.73,1183.79,734.124,698.556,883.672,706.166,1002.57,
